plant_id,plant_name,latitude,longitude
260.0,Dynegy Moss Landing Power Plant Hybrid,36.804837,-121.7822
260.0,Dynegy Moss Landing Power Plant Hybrid,36.804837,-121.7822
260.0,Dynegy Moss Landing Power Plant Hybrid,36.804837,-121.7822
260.0,Dynegy Moss Landing Power Plant Hybrid,36.804837,-121.7822
260.0,Dynegy Moss Landing Power Plant Hybrid,36.804837,-121.7822
260.0,Dynegy Moss Landing Power Plant Hybrid,36.804837,-121.7822
261.0,Murphys,38.147093,-120.4464
262.0,Narrows PH,39.2364,-121.2717
264.0,Phoenix,38.032103,-120.3265
265.0,Pit 1,40.99084,-121.4982
265.0,Pit 1,40.99084,-121.4982
266.0,Pit 3,40.997448,-121.7481
266.0,Pit 3,40.997448,-121.7481
266.0,Pit 3,40.997448,-121.7481
267.0,Pit 4,40.986361,-121.8494
267.0,Pit 4,40.986361,-121.8494
268.0,Pit 5,40.986197,-121.9776
268.0,Pit 5,40.986197,-121.9776
268.0,Pit 5,40.986197,-121.9776
268.0,Pit 5,40.986197,-121.9776
269.0,Pit 6,40.922568,-121.9929
269.0,Pit 6,40.922568,-121.9929
270.0,Pit 7,40.847462,-121.9908
270.0,Pit 7,40.847462,-121.9908
272.0,Poe,39.722892,-121.4698
272.0,Poe,39.722892,-121.4698
274.0,Potter Valley,39.361786,-123.1279
274.0,Potter Valley,39.361786,-123.1279
274.0,Potter Valley,39.361786,-123.1279
275.0,Rock Creek,39.90521,-121.3452
275.0,Rock Creek,39.90521,-121.3452
276.0,San Joaquin 2,37.203233,-119.4975
277.0,San Joaquin 3,37.253718,-119.5194
279.0,Salt Springs,38.497914,-120.2181
279.0,Salt Springs,38.497914,-120.2181
280.0,South,40.395396,-121.8792
281.0,Spaulding 1,39.324613,-120.6448
282.0,Spaulding 2,39.324592,-120.6454
283.0,Spaulding 3,39.337679,-120.6355
284.0,Spring Gap,38.18653,-120.1117
285.0,Stanislaus,38.139048,-120.3703
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
286.0,Geysers Unit 5-20,38.777,-122.745
287.0,Tiger Creek,38.449291,-120.4926
287.0,Tiger Creek,38.449291,-120.4926
289.0,Tule River,36.163076,-118.7071
289.0,Tule River,36.163076,-118.7071
290.0,Volta 1,40.459111,-121.8671
291.0,West Point PH,38.420898,-120.5496
292.0,Wise,38.889862,-121.0985
292.0,Wise,38.889862,-121.0985
293.0,A G Wishon,37.15105,-119.5047
293.0,A G Wishon,37.15105,-119.5047
293.0,A G Wishon,37.15105,-119.5047
293.0,A G Wishon,37.15105,-119.5047
296.0,Fall Creek,41.985605,-122.3605
296.0,Fall Creek,41.985605,-122.3605
296.0,Fall Creek,41.985605,-122.3605
298.0,Limestone,31.4219,-96.2525
298.0,Limestone,31.4219,-96.2525
299.0,Blundell,38.4889,-112.8533
299.0,Blundell,38.4889,-112.8533
313.0,Green Lake,56.986284,-135.1228
313.0,Green Lake,56.986284,-135.1228
314.0,Drop 5,32.673097,-115.392
314.0,Drop 5,32.673097,-115.392
315.0,AES Alamitos LLC,33.7688,-118.1009
315.0,AES Alamitos LLC,33.7688,-118.1009
315.0,AES Alamitos LLC,33.7688,-118.1009
316.0,Sepulveda Canyon,34.0969,-118.4795
317.0,Big Creek 1,37.2042,-119.2396
317.0,Big Creek 1,37.2042,-119.2396
317.0,Big Creek 1,37.2042,-119.2396
317.0,Big Creek 1,37.2042,-119.2396
318.0,Big Creek 2,37.2,-119.3069
318.0,Big Creek 2,37.2,-119.3069
318.0,Big Creek 2,37.2,-119.3069
318.0,Big Creek 2,37.2,-119.3069
319.0,Big Creek 3,37.148517,-119.3866
319.0,Big Creek 3,37.148517,-119.3866
319.0,Big Creek 3,37.148517,-119.3866
